cell_name,sample,cell_type,complexity,umap1,umap2,g1s_score,g2m_score,cell_cycle_phase,mp_top_score,mp_top,mp_assignment,Differentiation,Stemness,malignant
MGH54_P10_C02,MGH54,Malignant,4611,-1.4868,14.8585,-0.0156,0.0443,Not cycling,1.7177,Astrocytes,Astrocytes,-1.070512939,-0.737046539,yes
MGH54_P10_C03,MGH54,Malignant,5011,-1.9833,16.8643,0.1013,-0.0394,Not cycling,0.4165,Oligo Progenitor,"",0.650543105,-0.948712424,yes
MGH54_P10_C04,MGH54,Malignant,5286,4.8951,16.7379,-0.029,-0.0112,Not cycling,0.412,NPC/OPC,"",0.553161027,0.530846443,yes
MGH54_P10_C05,MGH54,Malignant,5456,6.8018,14.1055,-0.0879,0.007,Not cycling,0.5092,Stress,"",0.435988534,0.000445434,yes
MGH54_P10_C07,MGH54,Malignant,3974,6.1717,14.5532,0.1959,0.256,Not cycling,0.4515,MP41 (Unassigned),"",-0.13284182,0.306175274,yes
MGH54_P10_C08,MGH54,Malignant,4727,-0.155,17.3937,0.0923,-0.0635,Not cycling,0.7764,Oligo Progenitor,"",0.280300656,-0.108647103,yes
MGH54_P10_C09,MGH54,Malignant,5736,5.911,14.7444,-0.2067,0.0115,Not cycling,0.5246,Stress,"",0.590151797,-0.040654985,yes
MGH54_P10_C10,MGH54,Malignant,6225,0.9094,16.9142,0.1686,0.0605,Not cycling,1.0265,Oligo Progenitor,Oligo Progenitor,0.69018302,-0.930106907,yes
MGH54_P10_C11,MGH54,Malignant,4919,0.105,13.7905,0.1811,-0.1668,Not cycling,0.4348,Translation initiation,"",0.342347386,-0.141414412,yes
MGH54_P10_C12,MGH54,Malignant,3798,1.3216,17.0242,-0.0528,-0.003,Not cycling,0.9189,NPC/OPC,"",0.54388644,-0.422148985,yes
MGH54_P10_D01,MGH54,Malignant,4451,4.5559,11.8968,0.223,0.1298,Not cycling,0.8366,Stress,"",-0.089157044,0.497064121,yes
MGH54_P10_D02,MGH54,Malignant,3535,3.4359,11.601,0.5261,-0.2058,Not cycling,0.6423,Cell Cycle - G1/S,"",0.103600731,1.156868396,yes
MGH54_P10_D03,MGH54,Malignant,4288,2.9933,12.4204,0.0253,-0.148,Not cycling,0.7237,NPC Glioma,"",0.324638899,0.959375149,yes
MGH54_P10_D04,MGH54,Malignant,5568,6.0101,16.8946,-0.1999,0.0273,Not cycling,0.8744,Oligo Progenitor,"",1.465126782,-1.250496815,yes
MGH54_P10_D05,MGH54,Malignant,4583,-0.1666,7.1169,-0.0296,0.0961,Not cycling,1.3737,Astrocytes,Astrocytes,-1.855394993,-1.487350959,yes
MGH54_P10_D06,MGH54,Malignant,4547,-0.3252,16.5226,0.2106,0.1266,Not cycling,0.7254,Oligo Progenitor,"",0.554612411,-0.340480558,yes
MGH54_P10_D07,MGH54,Malignant,5148,1.16,14.8756,-0.0695,-0.0366,Not cycling,0.5495,NPC Glioma,"",-0.119194884,0.706543428,yes
MGH54_P10_D09,MGH54,Malignant,3564,-0.7102,6.9453,-0.0929,0.0443,Not cycling,2.0076,Astrocytes,Astrocytes,-2.268221644,-1.624222173,yes
MGH54_P10_D10,MGH54,Malignant,6027,1.212,17.9933,-0.0938,-0.0405,Not cycling,1.095,Oligo Progenitor,Oligo Progenitor,1.176734825,-1.349963642,yes
MGH54_P10_D11,MGH54,Malignant,4820,4.0414,14.401,0.0752,-0.2027,Not cycling,0.4873,NPC/OPC,"",0.00269934,0.35497512,yes
MGH54_P10_D12,MGH54,Malignant,5024,-0.6874,18.0298,0.0017,0.0699,Not cycling,1.086,Oligo Progenitor,Oligo Progenitor,0.802900299,-1.333515214,yes
MGH54_P10_E01,MGH54,Malignant,3796,0.3715,6.2132,0.0561,-0.0648,Not cycling,2.7812,Astrocytes,Astrocytes,-2.762385867,-3.433534708,yes
MGH54_P10_E02,MGH54,Malignant,4843,6.1013,16.3968,0.1682,0.0868,Not cycling,0.8802,Oligo Progenitor,"",0.672141009,-0.883006846,yes
MGH54_P10_E03,MGH54,Malignant,5944,0.6515,-4.1212,2.1569,0.9971,G1/S,3.4146,Cell Cycle - G1/S,"",-0.028873947,1.159641335,yes
MGH54_P10_E04,MGH54,Malignant,4926,-1.0842,5.937,-0.1232,-1e-04,Not cycling,1.9869,Stress,Stress,-2.640040137,-2.856430187,yes
MGH54_P10_E05,MGH54,Malignant,5552,4.4551,15.1918,-0.215,-0.0355,Not cycling,1.121,Oligo Progenitor,Oligo Progenitor,1.169170127,-0.887857953,yes
MGH54_P10_E06,MGH54,Malignant,4802,-1.0356,15.9528,-0.1344,0.0278,Not cycling,0.7171,Oligo Progenitor,"",0.926640976,-1.209598784,yes
MGH54_P10_E07,MGH54,Malignant,5384,-0.642,17.4484,0.0948,-0.1122,Not cycling,0.8345,Oligo Progenitor,"",0.695874019,-0.78912089,yes
MGH54_P10_E08,MGH54,Malignant,4898,1.8647,16.4837,-0.0104,0.079,Not cycling,0.4114,NPC/OPC,"",0.750508802,-0.92920406,yes
MGH54_P10_E09,MGH54,Malignant,4476,-0.4739,8.5894,-0.1701,0.0813,Not cycling,1.2036,Astrocytes,Astrocytes,-0.969801227,-0.413442424,yes
MGH54_P10_E10,MGH54,Malignant,3400,1.7339,7.0028,-0.0391,0.0134,Not cycling,1.1674,Astrocytes,Astrocytes,0.932108841,-1.253254093,yes
MGH54_P10_E11,MGH54,Malignant,4082,-1.0345,18.2381,0.0598,0.0431,Not cycling,0.7166,Oligo Progenitor,"",1.248005592,-1.635282262,yes
MGH54_P10_E12,MGH54,Malignant,4238,0.7823,6.0767,-0.0043,0.0056,Not cycling,2.5011,Astrocytes,Astrocytes,-2.498862272,-2.58819295,yes
MGH54_P10_F01,MGH54,Malignant,4676,4.7451,12.0227,0.1416,-0.1352,Not cycling,0.8157,MYC,"",1.182588424,-1.004197981,yes
MGH54_P10_F02,MGH54,Malignant,4606,-1.8823,17.8881,-0.1784,0.0044,Not cycling,0.7059,Unfolded protein response,"",0.431930432,0.019521718,yes
MGH54_P10_F03,MGH54,Malignant,4720,6.5552,16.0516,-0.088,-0.1203,Not cycling,1.0941,Oligo Progenitor,Oligo Progenitor,0.666749275,-0.67669546,yes
MGH54_P10_F04,MGH54,Malignant,4031,0.5443,14.2075,0.0111,0.0136,Not cycling,0.7813,MP41 (Unassigned),"",1.089891581,-0.820228327,yes
MGH54_P10_F05,MGH54,Malignant,3901,-0.3492,10.0377,0.1373,0.1195,Not cycling,1.1802,Astrocytes,Astrocytes,-1.025421548,-0.686332999,yes
MGH54_P10_F06,MGH54,Malignant,4746,2.0852,17.5797,-0.1216,-0.0221,Not cycling,0.4228,MP41 (Unassigned),"",0.847211214,-0.618771872,yes
MGH54_P10_F08,MGH54,Malignant,4995,4.2888,13.9177,0.7408,-0.0133,G1/S,0.9425,Cell Cycle - G1/S,"",0.481825651,-0.210295472,yes
MGH54_P10_F09,MGH54,Malignant,5415,0.4317,16.3686,0.2759,-0.1604,Not cycling,0.1813,Cilia,"",0.238054667,-0.084849435,yes
MGH54_P10_F10,MGH54,Malignant,5141,-0.8557,6.0056,0.1693,-0.0317,Not cycling,1.9393,Astrocytes,Astrocytes,-2.611781179,-2.778161929,yes
MGH54_P10_F11,MGH54,Malignant,4521,0.5627,14.873,-0.2135,0.1754,Not cycling,0.6856,Astrocytes,"",-0.292005419,0.035638807,yes
MGH54_P10_F12,MGH54,Malignant,4713,6.287,12.9358,0.2482,0.0934,Not cycling,0.6365,NPC Glioma,"",0.152923053,0.931492195,yes
MGH54_P10_G01,MGH54,Malignant,3415,2.3193,11.9366,0.1317,0.0306,Not cycling,0.5705,Stress (in vitro),"",-0.06701328,0.49501761,yes
MGH54_P10_G02,MGH54,Malignant,4435,4.9937,14.8912,0.3013,0.1247,Not cycling,0.7227,Unfolded protein response,"",0.534112063,0.03673833,yes
MGH54_P10_G03,MGH54,Malignant,5135,-1.6242,17.0266,-0.1989,-0.0483,Not cycling,0.8917,Oligo Progenitor,"",0.735066184,-0.684800727,yes
MGH54_P10_G05,MGH54,Malignant,5302,0.9391,-5.271,0.1732,2.7634,G2/M,5.7732,Cell Cycle - G2/M,"",-0.054056455,0.878210714,yes
MGH54_P10_G06,MGH54,Malignant,4873,1.3256,17.4042,-0.0968,-0.1777,Not cycling,0.5687,Oligo Progenitor,"",0.769829654,-0.271515643,yes
MGH54_P10_G07,MGH54,Malignant,4397,-0.495,5.2789,-0.2828,0.3208,Not cycling,2.4923,Astrocytes,Astrocytes,-2.732270686,-3.332695824,yes
MGH54_P10_G09,MGH54,Malignant,5004,-0.6102,14.6644,0.2309,0.0251,Not cycling,0.6864,Protein maturation,"",1.16585042,-1.387452505,yes
MGH54_P10_G10,MGH54,Malignant,5366,-0.4982,5.1811,-0.0078,0.0527,Not cycling,1.9658,Astrocytes,Astrocytes,-3.286014188,-3.439786129,yes
MGH54_P10_G11,MGH54,Malignant,5222,-0.8125,18.2474,0.1176,0.0161,Not cycling,0.6938,Stress,"",0.48753031,-0.985910819,yes
MGH54_P10_G12,MGH54,Malignant,3767,-0.0284,8.2936,-0.2014,-0.0633,Not cycling,2.1214,Astrocytes,Astrocytes,-2.085568787,-2.433128094,yes
MGH54_P10_H02,MGH54,Malignant,4642,0.9915,18.223,0.0312,-0.1138,Not cycling,0.4091,Chromatin,"",0.412276539,0.113787938,yes
MGH54_P10_H03,MGH54,Malignant,4517,2.993,17.6499,-0.2543,0.0694,Not cycling,0.6041,Oligo Progenitor,"",0.287800956,-0.481379053,yes
MGH54_P10_H04,MGH54,Malignant,4551,3.6574,15.4364,0.2544,0.1777,Not cycling,0.7059,MYC,"",0.329261458,0.769675686,yes
MGH54_P10_H05,MGH54,Malignant,4779,0.1599,8.9257,-0.1352,0.0419,Not cycling,1.7511,Astrocytes,Astrocytes,-1.548013807,-1.154779836,yes
MGH54_P10_H06,MGH54,Malignant,4294,-1.3159,15.8469,0.0057,0.1142,Not cycling,0.6043,NPC/OPC,"",0.139358855,0.496284907,yes
MGH54_P10_H07,MGH54,Malignant,4509,6.739,13.7624,0.1179,0.0159,Not cycling,0.9592,Unfolded protein response,"",0.048627676,0.770937876,yes
MGH54_P10_H08,MGH54,Malignant,4507,6.5561,13.4526,-0.0468,0.0461,Not cycling,0.7736,NPC Glioma,"",0.572733352,0.336858767,yes
MGH54_P10_H09,MGH54,Malignant,4648,4.3373,15.3317,-0.2298,0.0819,Not cycling,0.8697,Stress,"",1.023927405,-0.255274037,yes
MGH54_P10_H10,MGH54,Malignant,5566,0.9957,15.0777,-0.0624,-0.0244,Not cycling,0.6322,Protein maturation,"",0.25233999,0.241741194,yes
MGH54_P10_H11,MGH54,Malignant,5181,4.6716,14.0716,0.1544,0.1969,Not cycling,0.6279,Stress,"",0.250398081,0.263347993,yes
MGH54_P10_H12,MGH54,Malignant,4296,1.5146,13.9154,0.3238,-0.1638,Not cycling,0.4129,Cell Cycle - G1/S,"",0.634076276,-0.32315588,yes
MGH54_P11_A01,MGH54,Malignant,5540,4.7971,16.2661,0.1636,-0.0583,Not cycling,0.5775,Stress,"",0.059489456,0.055817854,yes
MGH54_P11_A02,MGH54,Malignant,5208,5.672,17.2842,-0.1274,-0.0716,Not cycling,0.4836,Oligo Progenitor,"",0.607047643,-0.594251206,yes
MGH54_P11_A03,MGH54,Malignant,5276,1.5531,16.7165,0.042,0.0184,Not cycling,0.5077,Cell Cycle HMG-rich,"",0.294199281,-0.407481779,yes
MGH54_P11_A04,MGH54,Malignant,4598,0.2233,8.2583,0.0178,0.1672,Not cycling,1.7974,Astrocytes,Astrocytes,-2.500225073,-2.761509556,yes
MGH54_P11_A05,MGH54,Malignant,4363,-5.2489,6.334,0.2767,-0.0724,Not cycling,0.8147,NPC Glioma,"",-0.009121598,1.903098418,yes
MGH54_P11_A06,MGH54,Malignant,4707,-0.3676,14.4659,0.1942,0.0505,Not cycling,0.663,EpiSen,"",0.108762276,1.331370627,yes
MGH54_P11_A08,MGH54,Malignant,4547,-0.7132,16.076,0.2254,0.0322,Not cycling,1.0966,Stress,Stress,-0.50973575,-0.63434373,yes
MGH54_P11_A09,MGH54,Malignant,5144,-1.9404,14.3937,0.193,0.3838,Not cycling,0.4361,IG,"",0.862931433,-0.738799524,yes
MGH54_P11_A10,MGH54,Malignant,5026,-0.6709,5.6293,-0.1878,-0.0151,Not cycling,2.1153,Stress,Stress,-2.829038665,-3.272677606,yes
MGH54_P11_A11,MGH54,Malignant,5159,-0.1843,16.8723,0.2268,-0.1278,Not cycling,0.4357,Platelet activation,"",0.348873343,-0.515505661,yes
MGH54_P11_A12,MGH54,Malignant,5319,-0.5401,16.1946,-0.021,0.0579,Not cycling,0.4118,Respiration,"",0.307525385,-0.855189472,yes
MGH54_P11_B01,MGH54,Malignant,4858,5.4786,14.066,-0.0876,-0.0054,Not cycling,0.7748,Oligo Progenitor,"",1.080947575,-1.134008459,yes
MGH54_P11_B02,MGH54,Malignant,4721,3.9946,15.8821,0.3565,0.031,Not cycling,0.3651,Translation initiation,"",0.057523155,0.372824825,yes
MGH54_P11_B03,MGH54,Malignant,4770,4.4223,16.0296,0.1655,0.0445,Not cycling,0.523,IG,"",0.137846099,0.779124604,yes
MGH54_P11_B04,MGH54,Malignant,5197,2.7947,15.0444,-0.0598,-0.0332,Not cycling,0.1943,Protein maturation,"",0.096327102,0.789726301,yes
MGH54_P11_B05,MGH54,Malignant,5172,6.6187,16.3376,0.0614,-0.0924,Not cycling,0.3634,EpiSen,"",-0.078725094,0.595363364,yes
MGH54_P11_B06,MGH54,Malignant,4981,-0.6773,16.1917,-0.0155,-0.1811,Not cycling,0.347,Proteasomal degradation,"",0.007351024,-0.330326141,yes
MGH54_P11_B08,MGH54,Malignant,4664,-0.8358,17.5627,0.1212,-0.1437,Not cycling,1.7007,Stress,Stress,1.057076607,-1.073754661,yes
MGH54_P11_B09,MGH54,Malignant,5408,-0.0507,16.3625,-0.0651,-0.0403,Not cycling,0.2133,Unfolded protein response,"",1.19840683,-1.497997248,yes
MGH54_P11_B10,MGH54,Malignant,5263,5.7095,16.595,-0.2022,-0.0518,Not cycling,1.4259,Oligo Progenitor,Oligo Progenitor,1.437984554,-1.337025647,yes
MGH54_P11_B11,MGH54,Malignant,4873,3.5767,16.0938,0.2623,-0.096,Not cycling,0.5423,MP41 (Unassigned),"",1.360031129,-1.359919425,yes
MGH54_P11_B12,MGH54,Malignant,5568,5.0835,16.5377,-0.1262,-0.0778,Not cycling,1.0082,Oligo Progenitor,Oligo Progenitor,0.923266812,-1.020865304,yes
MGH54_P11_C01,MGH54,Malignant,3699,3.899,14.9502,-0.1503,0.1162,Not cycling,1.0702,Astrocytes,Astrocytes,-0.885795761,-0.192455375,yes
MGH54_P11_C02,MGH54,Malignant,5096,0.2651,19.103,-0.0395,0.2153,Not cycling,1.2123,Oligo Progenitor,Oligo Progenitor,1.158003424,-1.694360534,yes
MGH54_P11_C03,MGH54,Malignant,5137,-0.796,18.7227,-0.1315,-0.0906,Not cycling,1.3822,Oligo Progenitor,Oligo Progenitor,1.401283689,-2.033617891,yes
MGH54_P11_C04,MGH54,Malignant,4861,-0.1197,13.9525,0.1054,-0.08,Not cycling,0.4708,MYC,"",0.376251927,-0.63436979,yes
MGH54_P11_C05,MGH54,Malignant,4001,-0.3692,6.7166,-0.1566,0.0568,Not cycling,1.7355,Astrocytes,Astrocytes,-2.5280811,-2.45287099,yes
MGH54_P11_C06,MGH54,Malignant,5637,5.2594,16.8535,0.0204,-0.0458,Not cycling,0.2438,NPC Glioma,"",0.043927991,0.666826161,yes
MGH54_P11_C07,MGH54,Malignant,5366,-1.4255,15.6677,0.0134,-0.0405,Not cycling,0.481,NPC/OPC,"",0.456386143,-0.236687922,yes
MGH54_P11_C08,MGH54,Malignant,5475,0.2384,5.8063,-0.2291,-0.1477,Not cycling,1.7614,Astrocytes,Astrocytes,-2.604700217,-3.100951246,yes
MGH54_P11_C09,MGH54,Malignant,5134,4.0293,15.2219,0.0871,-0.0844,Not cycling,0.3454,MYC,"",0.137920681,0.400811241,yes
MGH54_P11_C10,MGH54,Malignant,4728,-1.1709,18.7564,-0.0085,-0.068,Not cycling,1.5539,Oligo Progenitor,Oligo Progenitor,1.733728651,-1.998190421,yes
MGH54_P11_C12,MGH54,Malignant,6235,0.1935,17.293,-0.1591,-0.0172,Not cycling,1.4211,Oligo normal,"",0.645100363,-0.582911539,yes
MGH54_P11_D01,MGH54,Malignant,5159,-0.325,5.1786,0.0741,-0.0412,Not cycling,2.0869,Astrocytes,Astrocytes,-2.780964562,-3.143388709,yes
MGH54_P11_D02,MGH54,Malignant,3827,2.5011,16.3316,0.129,0.0598,Not cycling,1.3137,Oligo Progenitor,Oligo Progenitor,1.476198565,-1.42524273,yes
MGH54_P11_D03,MGH54,Malignant,3718,-1.747,18.5416,0.2112,-0.0385,Not cycling,1.7083,Oligo Progenitor,Oligo Progenitor,1.892419541,-2.086599158,yes
MGH54_P11_D04,MGH54,Malignant,5417,4.5185,15.9697,0.1734,0.04,Not cycling,0.3539,Respiration,"",0.249145002,-0.235225822,yes
MGH54_P11_D05,MGH54,Malignant,5460,-0.3691,16.4629,0.0114,-0.0825,Not cycling,0.6254,Protein maturation,"",0.748079433,-1.091642033,yes
MGH54_P11_D06,MGH54,Malignant,4819,-0.8427,5.8142,0.0873,0.113,Not cycling,1.7936,Astrocytes,Astrocytes,-2.380680734,-2.485792,yes
MGH54_P11_D07,MGH54,Malignant,4253,5.6251,15.0272,-0.1124,-0.0654,Not cycling,1.2312,Oligo Progenitor,Oligo Progenitor,0.391522176,0.09458225,yes
MGH54_P11_D08,MGH54,Malignant,5611,1.3234,18.5028,-0.2752,0.0296,Not cycling,1.1634,Oligo Progenitor,Oligo Progenitor,1.309298817,-1.562499939,yes
MGH54_P11_D09,MGH54,Malignant,5044,-0.2017,7.4231,-0.0852,-0.0682,Not cycling,1.708,Astrocytes,Astrocytes,-2.004443703,-2.124868103,yes
MGH54_P11_D10,MGH54,Malignant,6150,5.1997,15.9365,-0.2219,-0.1267,Not cycling,0.6887,MYC,"",0.7659808,-1.062441604,yes
MGH54_P11_D11,MGH54,Malignant,5469,0.1716,18.6231,-0.0971,-0.1736,Not cycling,1.4658,Oligo Progenitor,Oligo Progenitor,1.283861781,-1.914623398,yes
MGH54_P11_D12,MGH54,Malignant,4308,-0.5895,18.1049,0.2036,-0.1351,Not cycling,0.7819,Oligo Progenitor,"",1.067372081,-1.722569025,yes
MGH54_P11_E01,MGH54,Malignant,4750,0.7576,17.1355,0.2026,0.0602,Not cycling,0.2537,NPC/OPC,"",0.133067879,-0.261135582,yes
MGH54_P11_E02,MGH54,Malignant,4926,0.2825,5.5447,0.298,0.1442,Not cycling,1.9514,Astrocytes,Astrocytes,-2.758664546,-3.457585684,yes
MGH54_P11_E03,MGH54,Malignant,4679,-1.2002,6.4964,-0.171,0.0566,Not cycling,1.561,Stress,Stress,-1.578948117,-1.401988126,yes
MGH54_P11_E04,MGH54,Malignant,4729,-1.8268,6.7181,0.0766,-0.0438,Not cycling,1.2903,Stress,Stress,-1.649726325,-1.791969877,yes
MGH54_P11_E05,MGH54,Malignant,4838,6.2599,17.1925,-0.2153,-0.0134,Not cycling,1.4504,Oligo Progenitor,Oligo Progenitor,1.222353898,-1.47719449,yes
MGH54_P11_E06,MGH54,Malignant,4933,3.0926,13.5955,0.0212,-0.0181,Not cycling,0.4946,Chromatin,"",0.39193806,-0.872346717,yes
MGH54_P11_E07,MGH54,Malignant,5645,5.7753,15.2139,0.2448,0.1374,Not cycling,0.6259,MYC,"",0.527098814,-0.129762328,yes
MGH54_P11_E08,MGH54,Malignant,4843,1.0442,7.0312,-0.3036,0.1354,Not cycling,2.2946,Astrocytes,Astrocytes,-2.477509134,-3.392498623,yes
MGH54_P11_E09,MGH54,Malignant,5487,3.9981,13.8119,-0.0288,0.1168,Not cycling,0.3346,Oligo normal,"",0.370425167,-0.174357902,yes
MGH54_P11_E10,MGH54,Malignant,4898,-0.1784,17.0041,-0.2774,-0.0726,Not cycling,1.3197,Oligo Progenitor,Oligo Progenitor,1.041946845,-1.452783541,yes
MGH54_P11_E11,MGH54,Malignant,4601,5.6492,14.5703,0.1364,0.0137,Not cycling,0.3881,Platelet activation,"",0.175929989,-0.206147498,yes
MGH54_P11_E12,MGH54,Malignant,4639,0.9051,8.3298,0.017,-0.1761,Not cycling,2.1119,Astrocytes,Astrocytes,-1.532675804,-1.460841516,yes
MGH54_P11_F01,MGH54,Malignant,4952,0.0216,16.2485,0.0137,0.031,Not cycling,0.5438,Unfolded protein response,"",0.200795518,-0.336075208,yes
MGH54_P11_F02,MGH54,Malignant,3328,-2.8863,7.2472,-0.1366,-0.033,Not cycling,2.6586,Interferon/MHC-II (I),"",-2.29928897,-2.452087323,yes
MGH54_P11_F03,MGH54,Malignant,5349,0.0165,5.5476,0.2117,-0.0232,Not cycling,1.836,Astrocytes,Astrocytes,-2.801988905,-3.851782792,yes
MGH54_P11_F04,MGH54,Malignant,5635,1.2668,17.5497,0.0107,-0.0291,Not cycling,0.2066,Secreted II,"",0.7385734,-0.738654738,yes
MGH54_P11_F05,MGH54,Malignant,4907,-1.6462,14.154,0.098,-0.1869,Not cycling,0.5691,Oligo Progenitor,"",0.938394047,-0.782283643,yes
MGH54_P11_F06,MGH54,Malignant,4712,3.7189,14.5546,-0.1598,-0.0421,Not cycling,0.5098,Oligo Progenitor,"",0.374925227,0.332544108,yes
MGH54_P11_F07,MGH54,Malignant,4642,1.41,15.7735,-0.0582,-0.1241,Not cycling,0.6876,MP41 (Unassigned),"",0.427597262,-0.033728805,yes
MGH54_P11_F08,MGH54,Malignant,4576,-1.7839,15.2736,0.1787,-0.0895,Not cycling,1.3012,Astrocytes,Astrocytes,-1.051927887,-1.621934864,yes
MGH54_P11_F09,MGH54,Malignant,4907,1.2748,5.9722,-0.2351,-0.0422,Not cycling,2.3589,Stress,Stress,-2.244615362,-1.986062483,yes
MGH54_P11_F10,MGH54,Malignant,5417,4.4775,14.2556,-0.1608,-0.0895,Not cycling,0.4288,Stress (in vitro),"",0.054003818,0.507764286,yes
MGH54_P11_F11,MGH54,Malignant,5155,6.1273,14.6695,-0.2346,0.0455,Not cycling,1.1303,MYC,"",0.992413632,-1.063091877,yes
MGH54_P11_F12,MGH54,Malignant,5690,-0.8294,6.3159,-0.0349,0.1133,Not cycling,1.4894,Astrocytes,Astrocytes,-2.214969809,-2.133708323,yes
MGH54_P11_G01,MGH54,Malignant,3377,3.2728,4.8015,0.023,-0.2225,Not cycling,2.233,Astrocytes,Astrocytes,-1.29962878,-1.822674008,yes
MGH54_P11_G02,MGH54,Malignant,5204,2.9095,17.2025,-0.1551,0.1145,Not cycling,0.9609,Oligo Progenitor,"",1.201196979,-1.517933888,yes
MGH54_P11_G03,MGH54,Malignant,4964,4.7736,17.1605,0.0919,-0.005,Not cycling,0.4491,Oligo Progenitor,"",0.260617413,-0.04538713,yes
MGH54_P11_G04,MGH54,Malignant,5577,6.2377,13.8878,0.1348,-0.0551,Not cycling,0.6707,Stress,"",-0.088238599,1.094638667,yes
MGH54_P11_G05,MGH54,Malignant,4160,-0.3638,5.6374,0.1768,-0.0824,Not cycling,1.7028,Stress,Stress,-2.433161694,-2.279687104,yes
MGH54_P11_G06,MGH54,Malignant,3809,2.471,15.5373,-0.063,0.1927,Not cycling,0.6939,NPC/OPC,"",0.232884007,1.056439432,yes
MGH54_P11_G07,MGH54,Malignant,5149,6.2614,15.2457,0.0582,-0.0108,Not cycling,0.4002,Interferon/MHC-II (II),"",0.080361913,0.671713393,yes
MGH54_P11_G08,MGH54,Malignant,5102,-0.5705,16.5052,-0.101,0.2409,Not cycling,0.3668,NPC/OPC,"",0.11865153,0.221936634,yes
MGH54_P11_G09,MGH54,Malignant,5227,-0.6749,8.9568,-0.0821,0.1123,Not cycling,1.9423,Astrocytes,Astrocytes,-2.267927216,-2.406612093,yes
MGH54_P11_G10,MGH54,Malignant,4587,-1.7588,7.9939,0.005,0.0126,Not cycling,1.1162,Astrocytes,Astrocytes,-1.526953071,-1.234457624,yes
MGH54_P11_G11,MGH54,Malignant,5067,4.4851,15.4081,-0.0246,-0.1251,Not cycling,0.3973,MP41 (Unassigned),"",0.136814106,1.171897508,yes
MGH54_P11_G12,MGH54,Malignant,5609,3.2367,15.315,0.1149,0.0512,Not cycling,1.2478,Oligo Progenitor,Oligo Progenitor,0.768208103,-0.779462987,yes
MGH54_P11_H01,MGH54,Malignant,4139,1.1226,15.1796,-0.0344,0.0421,Not cycling,0.248,Astrocytes,"",0.271653586,-0.562154503,yes
MGH54_P11_H02,MGH54,Malignant,3686,0.848,9.3867,-0.202,0.1296,Not cycling,2.0562,Astrocytes,Astrocytes,-2.368550156,-2.860214057,yes
MGH54_P11_H03,MGH54,Malignant,4772,5.9028,14.5312,-0.1135,-0.0848,Not cycling,0.2724,Platelet activation,"",0.748642024,-0.715535085,yes
MGH54_P11_H04,MGH54,Malignant,5566,2.9264,17.6526,-0.1293,0.0522,Not cycling,1.2853,Oligo Progenitor,Oligo Progenitor,1.514572613,-1.910527466,yes
MGH54_P11_H05,MGH54,Malignant,4796,2.1495,16.143,-0.1235,-0.0982,Not cycling,0.8184,Protein maturation,"",0.636035432,-0.478503489,yes
MGH54_P11_H06,MGH54,Malignant,3525,2.1095,16.4378,-0.2014,0.0244,Not cycling,1.7035,Oligo Progenitor,Oligo Progenitor,1.588928449,-1.684346402,yes
MGH54_P11_H07,MGH54,Malignant,5005,5.9594,16.0752,0.2267,-0.1662,Not cycling,0.8186,Unfolded protein response,"",0.480003752,-0.842797412,yes
MGH54_P11_H08,MGH54,Malignant,4939,-0.0704,19.5393,-0.1124,-0.1443,Not cycling,1.8522,Oligo Progenitor,Oligo Progenitor,1.642639538,-2.489646347,yes
MGH54_P11_H09,MGH54,Malignant,4651,-1.5181,13.6462,-0.1392,-0.1414,Not cycling,1.0589,Astrocytes,Astrocytes,-0.836489309,-0.970948983,yes
MGH54_P11_H10,MGH54,Malignant,5653,-1.3423,18.0479,-0.0138,0.0094,Not cycling,1.5119,Oligo Progenitor,Oligo Progenitor,1.625946134,-2.060356578,yes
MGH54_P11_H11,MGH54,Malignant,5457,-1.7994,17.8408,-0.1694,0.1994,Not cycling,0.5676,Oligo Progenitor,"",0.867312555,-1.550449851,yes
MGH54_P11_H12,MGH54,Malignant,6244,3.083,12.9445,0.081,0.0335,Not cycling,0.9082,NPC Glioma,"",-0.010786522,0.689489868,yes
MGH54_P12_A01,MGH54,Malignant,4576,2.7504,19.6398,-0.1444,0.2692,Not cycling,0.8325,Oligo Progenitor,"",0.953309866,-1.625350489,yes
MGH54_P12_A02,MGH54,Malignant,4698,4.0541,18.333,-0.1734,0.1598,Not cycling,1.0786,Oligo Progenitor,Oligo Progenitor,0.920012006,-1.039552735,yes
MGH54_P12_A03,MGH54,Malignant,6478,3.6857,18.8303,0.1935,-0.16,Not cycling,0.3192,Interferon/MHC-II (II),"",0.349272962,-0.410436918,yes
MGH54_P12_A04,MGH54,Malignant,4694,2.1714,18.8103,-0.1987,-0.1066,Not cycling,0.5395,Oligo Progenitor,"",1.069921161,-1.046674519,yes
MGH54_P12_A05,MGH54,Malignant,5558,-1.0086,5.2016,-0.0388,0.0069,Not cycling,1.7404,Astrocytes,Astrocytes,-2.318334372,-2.666354992,yes
MGH54_P12_A06,MGH54,Malignant,5136,-0.9912,7.2753,0.1151,-0.2198,Not cycling,1.1034,Astrocytes,Astrocytes,-1.642639204,-2.13796172,yes
MGH54_P12_A07,MGH54,Malignant,5443,4.3538,17.6259,2.0437,0.2434,G1/S,2.4391,Cell Cycle - G1/S,"",0.126860628,0.730780806,yes
